0,6.24431,1.82949,0.00303269,1
1,5.95485,1.30164,0.0101484,1
2,6.29098,1.76296,0.0239468,1
3,6.12291,1.68441,0.00641721,1
4,6.58719,1.58585,-0.00417155,1
5,6.51592,1.52316,0.0157842,1
6,6.00015,1.39238,-0.0174529,1
7,5.47919,1.46773,0.00320368,1
8,6.01251,1.5688,0.00196262,1
9,6.27695,1.42036,0.0112825,1
10,6.39397,2.04489,-0.000652323,1
11,6.05612,1.86597,0.00942569,1
12,6.64436,1.53867,-0.0104428,1
13,6.29484,1.96946,0.00138918,1
14,6.13961,2.12618,-0.00135608,1
15,6.30258,1.62113,-0.000452567,1
16,6.09881,1.32776,0.013747,1
17,5.802,1.86334,-0.0105557,1
18,5.98938,1.67182,0.0168817,1
19,6.75177,1.57563,-0.0172364,1
20,6.45129,1.77888,0.0138675,1
21,6.27666,1.26494,0.00827332,1
22,5.85018,1.9065,-0.00147904,1
23,6.24669,1.55855,-0.00778327,1
24,6.24045,1.84803,0.00365849,1
25,5.95062,1.59947,0.00203256,1
26,6.28655,1.57685,0.0137216,1
27,6.62342,2.02251,0.00720572,1
28,6.32068,1.66228,0.012606,1
29,6.2986,1.06847,0.000438412,1
30,6.55992,1.40163,0.0227478,1
31,6.57817,1.63699,0.00148239,1
32,6.51364,2.02779,-0.0022468,1
33,5.42393,1.54487,-0.00141974,1
34,6.10684,1.89874,-0.00971215,1
35,6.76183,1.77155,0.00831441,1
36,6.44651,1.34656,-0.00434301,1
37,6.23976,1.32751,0.0118775,1
38,6.16588,1.51698,-0.00179441,1
39,6.64193,1.52298,-3.96715e-05,1
40,6.64023,1.83345,-0.0138522,1
41,6.44512,2.02087,0.0116707,1
42,6.30196,2.12129,0.00427694,1
43,5.97252,1.83967,0.00121899,1
44,5.72093,2.36535,-0.0168263,1
45,6.45388,1.86431,-0.00770493,1
46,5.64083,1.57763,0.0144403,1
47,5.9777,1.54438,0.0117508,1
48,6.89258,1.3023,0.00580326,1
49,6.13091,1.72147,-0.0185505,1
50,6.2346,2.09532,0.0132627,1
51,6.64084,1.50561,0.0108418,1
52,6.355,1.62667,-0.0119997,1
53,6.40205,1.55834,0.00497719,1
54,6.71457,1.37574,-0.00378699,1
55,6.54373,1.19802,-0.000408087,1
56,6.13209,2.29819,0.00524104,1
57,6.03183,0.875782,3.70724e-05,1
58,5.73881,1.62096,0.00525869,1
59,6.53063,1.47694,0.019559,1
60,6.22541,1.33975,-0.00225083,1
61,6.21371,1.71098,-0.0130681,1
62,6.35433,2.21874,0.00502541,1
63,6.39302,1.45123,-0.0116776,1
64,6.20168,1.89224,-0.00484735,1
65,5.90393,1.77362,0.0108392,1
66,6.50782,1.58842,0.00918174,1
67,6.5259,1.63822,-0.00912057,1
68,5.88928,1.53095,0.00673917,1
69,6.09189,1.53264,0.00415677,1
70,6.23591,1.59391,-0.00475222,1
71,6.2922,1.63926,0.00302876,1
72,6.06458,1.54299,0.0107094,1
73,6.44104,1.38025,-0.0153239,1
74,6.52057,1.56957,-0.0130762,1
75,6.59069,1.79662,-3.07261e-05,1
76,5.77769,1.66753,0.00687924,1
77,6.09319,1.17636,0.0098834,1
78,6.05073,1.31193,-0.0136431,1
79,5.61061,1.78841,0.0140593,1
80,6.66118,1.96068,-0.0124859,1
81,6.29189,1.18863,0.00374885,1
82,6.35872,1.4084,0.00091602,1
83,6.12598,1.20155,-0.0129393,1
84,6.30576,1.75329,0.00697298,1
85,6.15378,1.02193,0.00181761,1
86,6.45849,1.71318,-0.00438972,1
87,6.33827,2.00969,-4.80599e-05,1
88,6.64067,1.46028,-0.00108369,1
89,6.59728,1.29661,-0.00218403,1
90,6.16598,1.58791,0.00145813,1
91,6.30177,1.64672,0.0102973,1
92,6.38748,1.25097,0.0132139,1
93,6.62827,1.64552,0.027577,1
94,6.45354,1.8603,0.00383362,1
95,6.87265,2.1782,-0.0265467,1
96,6.28806,2.26887,0.00193769,1
97,6.12893,1.92492,0.0182698,1
98,6.24238,1.31909,0.00517507,1
99,6.85799,1.91168,-0.0151507,1
